Volcano Rainforest Retreat,daqattaq,5.0,신성한,"어디서부터 시작해야할지 모르겠습니다. 열대 우림 휴양지에서의 우리의 전체 경험은 우리가 기대했던 바가 아니 었습니다. 우리는 리조트에서 3 분에서 45 분 정도 걸어서 우리가 알아야 할 모든 것을 자세하게 설명한 우리 주인을 맞이했습니다. 우리는 성역에 머물렀고 우리는 그것을 좋아했습니다. 우리는 밀림의 평화 속에서 외딴 곳으로 혼자있는 것을 느꼈습니다. 야외 샤워와 ""온수 욕조""는 단순히 신성했습니다. 우리는 화산에 머무르기를 원하는 누군가에게 화산 열대 우림 휴양지를 강력히 제안합니다.",숙박 날짜: 2018년 8월
Volcano Rainforest Retreat,Sandesh P,5.0,멋지게 진정시키기,우리는 숲 집의 화산 열대 다우림에 2 개의 멋진 날을 보냈다. 우리가 더 오래 머물 렀 으면 좋겠다! 이 곳은 아름답게 만들어졌으며 편안하게 꾸며졌으며 매우 깨끗하게 유지되었습니다. 거대한 양치류와 가장 활기찬 이끼가 주변에 녹지입니다. 그리고 당신은 방의 편안함에서 커다란 창문을 통해 그것을 즐길 수 있습니다. 실제로 매우 조용한 환경입니다. 환대도 좋습니다 - 우리는 도착하자마자 인사하고 우리 별장에 보여 주었고 국립 공원과 현지 레스토랑 방문에 대한 조언을주었습니다. 결국 우리는 반복 할 놀라운 경험이었습니다. 여기에 2 박 이상을 보내는 것이 좋습니다.,숙박 날짜: 2018년 10월
Volcano Rainforest Retreat,Sue J,5.0,고요한 작은 보석,"우리는 성역 오두막집에서 1 박을 여기에 머물렀고, 그것을 좋아했다. 남편은 매우 회의적이었고 우리가 도착했을 때 제가 그에게 무엇을 가져 왔는지 궁금했습니다. 그것은 매우 외딴 곳입니다. 우리의 작은 방은 어항과 같았습니다 - 야외 샤워 실과 온수 욕조가있는 모든 창문. 1 / 2 시간 후에 그는 편안하고 사랑했습니다. 매우 평화 로운와 열대 다우림은 화려하다. 별장은 lovely했다 약간의 감동과 모든 편안함을 제공합니다. 피터와 캐 틀린에게 감사드립니다.",숙박 날짜: 2018년 10월
Volcano Rainforest Retreat,Laura G,5.0,원더풀 감각,"우리는이 장소를 절대적으로 좋아했고, 슬픈 듯했다. 우리는 단지 1 밤 거기에서 가지고 있었다 (우리는 벌써 우리 복귀를 계획하고있다). 우리가받은 환영은 따뜻하고 친절하며 믿을 수 없을 정도로 도움이되었습니다. 우리는 다음날 어디로 가야할지, 무엇을해야하는지에 대한 제안과 함께 주인이 보냈습니다. 우리는 성역에 머물렀다. 그리고 그것은 단지 그 것이었다. 두 사람에게 딱 맞는 아름다운 공간. 우리는 깊은 일본 soaker (나는 1를 원한다!)에서 두 번 적시 게했고, lovely 한 열대 다우림에 열리는 소풍을 도처에 즐겼다 (또는 당신이 원한다면 닫혔다). 위치는 훌륭했습니다 - 화산, 저녁 식사 / 식사 / 물품 및 화산 국립 공원을위한 작은 인근 마을 근처. 타이의 타이의 음식 (향신료에 쉽게 가라!)과 정원 예술은 맛 좋았다 - 여관의 추천. 우리는 Four Seasons에서 4 박까지 계속 갔고 우리는 그것을 되돌릴 수 있었으면 좋겠다. 모래 사장과 베이킹 햇빛을 얻지는 않습니다. 평온함, 자연, 평온함, 아름다운 재충전이 필요합니다. 나는 충분히 강하게 그것을 추천 할 수 없다. 고마워요!",숙박 날짜: 2018년 10월
Volcano Rainforest Retreat,gdamhuis2018,5.0,개인 낙원처럼,매우 독특하고 (매우 깨끗한) 아름답고 고요하고 평화 롭고 개인적인 휴양지. 이것은 당신이 휴일에 손님으로 원하는 것입니다. 맛있는 음식. 우리는 Cathleen과 Peter의 아름답고 개인적인 환경에 머물기를 즐겼습니다. 그들은 환상적이었다. 앤드류와 조지,숙박 날짜: 2018년 10월
Sheraton Kona Resort   Spa at Keauhou Bay,noriko611,1.0,최악,엄청 큰 날개달린 바퀴벌레를 구경하고 싶으시다면 추천합니다.. 객실상태도 내가 이 돈 주고 왜 예약했을까 싶을 정도로 구립니다 특히 화장실.. 수영장슬라이드 때문에 4성 받은 것 같은데 아이들이 물놀이를 좋아한다면 만족하실 수도 있겠네요,숙박 날짜: 2018년 9월
Sheraton Kona Resort   Spa at Keauhou Bay,Traveling Mario,4.0,쉐라톤 코나,"학회가 열린 호텔이어서 5일간 묵었습니다. 바닷가에 있어서 전망이 좋은데, 호텔 바로 앞에 비치가 있지는 않고 절벽이어서, 물놀이를 할 사람은 호텔 수영장을 이용해야 합니다. 객실은 약간 낡기는 했으나 넓고 깨끗한 편입니다. 다만 복도에서 떠드는 소리가 그대로 들리고, 옆 방 사람이 베란다에서 전화하는 소리가 다 들리는 것이 불만이었습니다. 마운틴뷰 객실이었는데, 호텔 잔디밭에서 하는 루아우를 객실에서 볼 수 있었습니다. 호텔 주위에는 아무것도 없기 때문에 무엇이라도 하려면 차가 필요합니다.",숙박 날짜: 2018년 1월
Sheraton Kona Resort   Spa at Keauhou Bay,choinim,5.0,여름휴가로 방문,익딜을 이용해서 저렴하게 투숙해서인지 침대도 좁았고 옆방과 가벽처럼 얇은 벽으로 되어있어 소리가 그대로 다 전달되었다. 하지만 리조트내의 시설은 좋았으며 가격대비 만족해서 또다시 빅아일랜드를 방문한다면 재투숙할 의사 있다.,숙박 날짜: 2017년 8월
Sheraton Kona Resort   Spa at Keauhou Bay,Minkyung Kim,5.0,정말 괜찮아요 최고였어요,오아후에 며칠 있다가 갔던 빅아일랜드는 상대적으로 물가도 너무 싸고 북적이지 않고 밤에는 별이 쏟아지는 환상 그 자체였어요 쉐라톤에 머물기 전에 화산국립공원 안의 lodge에 묵었는데 가격대비 너무 별로였어서 실망했던 차에 묵게된 쉐라톤은 눈앞에 펼쳐져 있던 바다와 넓은 객실 상대적으로 저렴한 숙박료에 가슴이 뛰었네요(롯지의 거의 반 가격이었어요..롯지에 대해서는 할말이 많지만 하지 않겠습니다 여기는 쉐라톤에 대한 리뷰이니..) 가장 기본인 스탠다드 룸을 선택했는데 가든 뷰였고 그냥 너무 좋았어요 조용하고 바람이 선선히 불고 수영장도 너무 좋고요 호텔이 번화가랑 약간 떨어져 있긴 하지만 호텔에서 번화가까지 셔틀도 운행해주고.. 다시 빅아일랜드를 방문하는 행운이 있을까 모르겠지만 다시 방문한다면 꼭 쉐라톤에서 묵을거에요~,숙박 날짜: 2016년 9월
Sheraton Kona Resort   Spa at Keauhou Bay,br p,5.0,빅아일랜드 쉐라톤 Good!,"객실은 다소 오래 된 느낌이 있었지만 깔끔해서 좋았고 만타레이 배를 타지 않아도 만타레이를 만날수 있고, 수영장도 잘 되어 있었어요. 특히 인공모래가 깔려있는 풀은 물이 깊지 않아서 아이들이 무척 좋아했구요. 자쿠지가 있어서 어른들도 좋아했어요",숙박 날짜: 2016년 6월
Kings  Land by Hilton Grand Vacations,skim218202,5.0,완벽한 힐링,"주변 경관이 아름답고, 시설이 충분하여 무계획적 빈둥거림과 즉흥적 놀이가 가능하여 가족이 세대를 아울러 만족할 수 있는 조건을 갖춘 매우 좋은 시설임.",숙박 날짜: 2020년 1월
Kings  Land by Hilton Grand Vacations,Nyoky,5.0,강추합니다.,"4인 가족 투숙으로 가성비 최고인거같음. 더 비싸도 충분한 가치가 있을만한 곳임. 룸 컨디션은 사진보다 더 좋았고, 실물은 공식 사진보다 더 분위기 있고 고급스러움. 투숙객은 골프 할인 받을 수 있음. 네네와 산양이 지나다니는 아주 자연친화적인 리조트임. 다시 가고 싶은 리조트에요.",숙박 날짜: 2019년 9월
Kings  Land by Hilton Grand Vacations,J C,5.0,빅아일랜드 여행,"가격도 특별히 비싸지 않고, 아주 쾌적한 룸에 세탁기/건조기/식기세척기까지 있어서 가족여행에 딱입니다. 침대도 넉넉하게 편히 묵고 왔습니다. 킹스랜드때문에 빅아일랜드 또 가고 싶을 지경입니다.",숙박 날짜: 2019년 7월
Kings  Land by Hilton Grand Vacations,Hyung Chae Yang,5.0,빅아일랜드 하와이섬 와이콜로아 최고의 가족 호텔,"벌써 5 번째 방문입니다. 이 근처 HGVC의 여러 숙소가 있지만 킹스랜드가 제게는 만족도가 가장 높습니다. 힐튼 와이콜로아 빌리지는 풀이 좋고 여러 부대시설은 많지만 주차장에서 숙소 들어가는것이 좀 힘들어, 저희는 깅스랸드에 있으면서 와이콜로아 빌리지 하루나 이틀 방문 하는것을 선호 합니다. 그리고, 풀 사이즈는 와이콜로아보다 작지만, 제 8살 딸은 킹스랜드 풀장을 더 좋아 합니다. 참, 이번에 이 숙소와 함께, 새로생긴 오셔타워 스튜디오도 숙박을 했습니다. 새로 생겨서 시설이 아주 좋습니다. 그래도, ㅠㅜ 주차장에서 넘 멀어서 전 킹스랜드 선호 합니다. 숙소에만 있으실거면 와이콜로아, 숙소내 체류 보다는 다른 액티비티가 많으면 킹스랜드 추천합니다.",숙박 날짜: 2019년 7월
Kings  Land by Hilton Grand Vacations,med592018,4.0,킹스 랜드 바이 힐튼 그랜드 베케이션즈 클럽,가족 단위 여행으로 조용히 쉬기에 괜찮은 분위기임. 특히 어린이들이 안전하게 물놀이를 할 수 있는 환경임. 전반적인 시설도 괜찮음. 직원들 서비스도 괜찮음. 시설 이용에 대한 보다 자세한 안내가 있었으면 더 좋았을 것이라 생각됨.,숙박 날짜: 2019년 6월
